SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=CB(C)O, logP: 0.0, SAScore: 9.0, MolWeight: 3.0
SMILES: O=P(O)(O)O, logP: -2.0, SAScore: 3.0, MolWeight: 1.0
SMILES: Clc1ccccc1, logP: 3.0, SAScore: 1.0, MolWeight: 1.0
SMILES: NNC=O, logP: -2.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CCC(C)CCCC, logP: 5.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CC#N, logP: 1.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 1.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 5.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C=CCCl, logP: 2.0, SAScore: 5.0, MolWeight: 9.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 6.0, MolWeight: 2.0
SMILES: C=CC(C)=CC, logP: 5.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C[As](C)(=O)O, logP: 2.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C=CC=CC=CC=O, logP: 2.0, SAScore: 5.0, MolWeight: 8.0
SMILES: O=C1CCCO1, logP: 0.0, SAScore: 3.0, MolWeight: 1.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 4.0, MolWeight: 5.0
SMILES: c1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 2.0
SMILES: C=CCl, logP: 3.0, SAScore: 6.0, MolWeight: 8.0
SMILES: OCC1OC(O)C(O)C(O)C1O, logP: -2.0, SAScore: 5.0, MolWeight: 5.0
SMILES: CC(C)(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C1OCOCO1, logP: 0.0, SAScore: 3.0, MolWeight: 2.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 1.0
SMILES: CCC(C)C, logP: 3.0, SAScore: 2.0, MolWeight: 6.0
SMILES: COP(=O)(NC(C)C)OC(C)C, logP: 4.0, SAScore: 7.0, MolWeight: 1.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCC(N)C(=O)O, logP: -1.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C=CCCCC=CC, logP: 4.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C#C[C@]12C=C(C#N)C(=O)C=C1[C@@]1(C)C=C(C#N)C(=O)C(C)(C)[C@@H]1CC2, logP: 3.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C=CC(C)(O)C=CCCCC=CC, logP: 4.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C=CCC(Cl)(C=C)CC=CC, logP: 5.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 1.0, SAScore: 6.0, MolWeight: 5.0
SMILES: NC=O, logP: -1.0, SAScore: 2.0, MolWeight: 4.0
SMILES: Oc1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CS[PH](N)=O, logP: 1.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 7.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C1COC1, logP: 0.0, SAScore: 1.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C=CC(=C)C, logP: 4.0, SAScore: 4.0, MolWeight: 6.0
SMILES: CBr, logP: 4.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 9.0, MolWeight: 4.0
SMILES: CC(Cl)CCl, logP: 3.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(S)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 9.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 9.0
SMILES: CCCC(=O)O, logP: 1.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=C1CC2Cc3ccccc3C3(C)C(=O)CC23C1, logP: 4.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 1.0
SMILES: CSC(C)(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 1.0
SMILES: NC=O, logP: 0.0, SAScore: 4.0, MolWeight: 7.0
SMILES: B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O, logP: -1.0, SAScore: 9.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 0.0, SAScore: 8.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 1.0
SMILES: c1ccccc1, logP: 1.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CC(C)(C)OC=O, logP: 2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=C(Cl)Cl, logP: 3.0, SAScore: 4.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 2.0
SMILES: CCCCCCCCCS, logP: 6.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C#CCO, logP: 0.0, SAScore: 5.0, MolWeight: 6.0
SMILES: CSSC, logP: 2.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 6.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 7.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C=CC=CC=C, logP: 2.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 8.0, MolWeight: 2.0
SMILES: C=O, logP: 0.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C=CC=CCC=C, logP: 4.0, SAScore: 5.0, MolWeight: 5.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 7.0, MolWeight: 7.0
SMILES: ClP(Cl)Cl, logP: 3.0, SAScore: 9.0, MolWeight: 2.0
SMILES: C=C[Si](C)O[Si](C)(C)C=C, logP: 2.0, SAScore: 8.0, MolWeight: 7.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C=CCCCC, logP: 3.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CP(N)(=O)n1cncn1, logP: -2.0, SAScore: 9.0, MolWeight: 5.0
SMILES: CC(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 1.0
SMILES: C=CC(C)=CCC, logP: 6.0, SAScore: 4.0, MolWeight: 7.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 7.0
SMILES: CCCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 3.0
SMILES: NC=O, logP: -2.0, SAScore: 6.0, MolWeight: 6.0
SMILES: NC=O, logP: -1.0, SAScore: 5.0, MolWeight: 7.0
SMILES: CNC1(C)C2CCC(C2)C1(C)C, logP: 4.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 4.0
SMILES: ClPCl, logP: 3.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CC(=C)C, logP: 4.0, SAScore: 7.0, MolWeight: 8.0
SMILES: c1ccncc1, logP: 1.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CCSSCC, logP: 3.0, SAScore: 5.0, MolWeight: 9.0
SMILES: NC=O, logP: 0.0, SAScore: 4.0, MolWeight: 7.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 1.0
SMILES: ClC=CCl, logP: 3.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C=CCCCCCCCC, logP: 6.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCC(O)C(=O)NOS(=O)(=O)O, logP: -2.0, SAScore: 7.0, MolWeight: 8.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 8.0, MolWeight: 6.0
SMILES: CC=CCl, logP: 3.0, SAScore: 5.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: 0.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 7.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CCCC(C=C(C)C)CC, logP: 6.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CC(C=O)=CC=CC(C)=CC=CC(C)C, logP: 5.0, SAScore: 8.0, MolWeight: 6.0
SMILES: O=c1[nH]c(=O)n(CC2CO2)n1CO, logP: -2.0, SAScore: 5.0, MolWeight: 4.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 2.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 8.0, MolWeight: 1.0
SMILES: CCC, logP: 1.0, SAScore: 2.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: 2.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC=CCC=CC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 2.0
SMILES: CCCCSCCC, logP: 5.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=C1CC2CC1c1ccc(cc1)C(=O)O2, logP: 3.0, SAScore: 9.0, MolWeight: 9.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 2.0
SMILES: CCCCCCCS, logP: 6.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CCC(C)(C)C, logP: 3.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C=Cc1ccc2c(c1)C(C)(O)CC2c1ccccc1, logP: 6.0, SAScore: 8.0, MolWeight: 3.0
SMILES: CC=O, logP: 0.0, SAScore: 3.0, MolWeight: 8.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 9.0
SMILES: O=[Se]=O, logP: -1.0, SAScore: 6.0, MolWeight: 6.0
SMILES: COP(=O)(N[PH](=O)n1cncn1)OC, logP: 0.0, SAScore: 9.0, MolWeight: 1.0
SMILES: OCCO, logP: -1.0, SAScore: 3.0, MolWeight: 8.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)CO, logP: 4.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)CO, logP: 5.0, SAScore: 8.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 6.0, MolWeight: 4.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CC=C(Cl)CCl, logP: 5.0, SAScore: 8.0, MolWeight: 7.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C=C[Al](C)(C)O, logP: 0.0, SAScore: 8.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 9.0, MolWeight: 6.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C=CCCCCC, logP: 4.0, SAScore: 2.0, MolWeight: 5.0
SMILES: B[P@](=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O)OP(=O)(O)O, logP: -1.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C[C@@]1(O)C[C@H](O)[C@H]2C=CO[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]21, logP: -2.0, SAScore: 8.0, MolWeight: 3.0
SMILES: C=CCC(C)CCC, logP: 4.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C=CC=CC=CC, logP: 3.0, SAScore: 6.0, MolWeight: 6.0
SMILES: C=CCC(C)CCC, logP: 5.0, SAScore: 3.0, MolWeight: 7.0
SMILES: C=CCCC=CC, logP: 5.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 4.0, SAScore: 8.0, MolWeight: 5.0
SMILES: C=C(Cl)CCl, logP: 2.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=O, logP: 0.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CC=CC=CC, logP: 3.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C=CC(C)=CCCC(C)C, logP: 6.0, SAScore: 7.0, MolWeight: 2.0
SMILES: C=CC(C)=CC, logP: 3.0, SAScore: 4.0, MolWeight: 4.0
SMILES: CC(C)=CCCC(C)C, logP: 6.0, SAScore: 7.0, MolWeight: 2.0
SMILES: C=C(C)C=CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 8.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 2.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 6.0
SMILES: C=C[Si](C)(C)O, logP: 2.0, SAScore: 6.0, MolWeight: 1.0
SMILES: C=CCC#N, logP: 2.0, SAScore: 4.0, MolWeight: 6.0
SMILES: CCCCO, logP: 1.0, SAScore: 2.0, MolWeight: 8.0
SMILES: ClC=CCl, logP: 4.0, SAScore: 4.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C=CC=CCCl, logP: 3.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C=CC1(C)CCC(C(C)C(=O)C=CC(C)C)O1, logP: 5.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC(C)SSC(C)CC, logP: 5.0, SAScore: 4.0, MolWeight: 6.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 5.0
SMILES: CN=C=O, logP: 0.0, SAScore: 5.0, MolWeight: 6.0
SMILES: ClC=CCl, logP: 2.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 3.0, SAScore: 9.0, MolWeight: 2.0
SMILES: CCCP(=O)(Cl)Cl, logP: 5.0, SAScore: 3.0, MolWeight: 9.0
SMILES: CCCCCCCCCCC, logP: 6.0, SAScore: 1.0, MolWeight: 2.0
SMILES: OCC(CO)CO, logP: -2.0, SAScore: 4.0, MolWeight: 4.0
SMILES: O=CO, logP: 0.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: C=C(Cl)CCl, logP: 5.0, SAScore: 8.0, MolWeight: 8.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC=CCCCCC(Cc1ccc(O)c(O)c1)C(C)=O, logP: 5.0, SAScore: 9.0, MolWeight: 2.0
SMILES: COP(=O)(OC)SC, logP: 3.0, SAScore: 6.0, MolWeight: 5.0
SMILES: O=[PH](Oc1ccccc1)N1CCNC1, logP: 2.0, SAScore: 9.0, MolWeight: 4.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CC#N, logP: 1.0, SAScore: 3.0, MolWeight: 1.0
SMILES: NC(N)=O, logP: -1.0, SAScore: 1.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCC(O)C(=O)NO, logP: -2.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=CC(=C)CCCC, logP: 5.0, SAScore: 3.0, MolWeight: 6.0
SMILES: NC=O, logP: -1.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 5.0, MolWeight: 2.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 6.0
SMILES: Cl, logP: 2.0, SAScore: 7.0, MolWeight: 2.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 4.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CC=C(Cl)CCl, logP: 3.0, SAScore: 7.0, MolWeight: 6.0
SMILES: C=CC=O, logP: 1.0, SAScore: 4.0, MolWeight: 1.0
SMILES: CCCC, logP: 2.0, SAScore: 1.0, MolWeight: 9.0
SMILES: CC(=O)OC1COC(OC=O)C(O)C1OC(C)=O, logP: -2.0, SAScore: 5.0, MolWeight: 1.0
SMILES: C=CB(C)O[Si](C)(C)C=C, logP: 1.0, SAScore: 8.0, MolWeight: 7.0
SMILES: C=CC(=C)CCCC, logP: 6.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CCCCCCC, logP: 6.0, SAScore: 4.0, MolWeight: 5.0
SMILES: C=CC=CC=CCC=CCC=C, logP: 6.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CCCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 6.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 8.0
SMILES: NC=O, logP: 0.0, SAScore: 1.0, MolWeight: 8.0
SMILES: C[As](=O)(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 8.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 6.0
SMILES: C=CCC(=C)CC, logP: 5.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CCCCCC, logP: 3.0, SAScore: 1.0, MolWeight: 5.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 5.0, SAScore: 5.0, MolWeight: 2.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 4.0
SMILES: C=C(C)C=CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 6.0, SAScore: 8.0, MolWeight: 8.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 1.0
SMILES: CCCCCCCC, logP: 4.0, SAScore: 1.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 6.0, MolWeight: 8.0
SMILES: C=CCCCC=CC, logP: 5.0, SAScore: 6.0, MolWeight: 5.0
SMILES: CC=C(C)C=CC=C(C)C=CC(=O)O, logP: 5.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 1.0, SAScore: 8.0, MolWeight: 5.0
SMILES: CCC(C)SSC(C)C, logP: 6.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 7.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 5.0
SMILES: C=O, logP: 0.0, SAScore: 4.0, MolWeight: 9.0
SMILES: CC=C(Cl)CCl, logP: 5.0, SAScore: 9.0, MolWeight: 9.0
SMILES: OB(O)O, logP: -2.0, SAScore: 9.0, MolWeight: 4.0
SMILES: O=C1O[C@H]([C@@H](O)CO)C(O)=C1O, logP: -1.0, SAScore: 4.0, MolWeight: 1.0
SMILES: C[As](C)(=O)O, logP: 1.0, SAScore: 9.0, MolWeight: 3.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 8.0, MolWeight: 6.0
SMILES: C=CC(C)=CC(=C)C, logP: 4.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CCCCP(=O)(S)CCCC, logP: 6.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(C)=CC, logP: 5.0, SAScore: 5.0, MolWeight: 6.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 3.0, SAScore: 7.0, MolWeight: 5.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 1.0, SAScore: 6.0, MolWeight: 7.0
SMILES: C[Sn](Cl)(Cl)Cl, logP: 3.0, SAScore: 8.0, MolWeight: 7.0
SMILES: CC(=O)C(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 2.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)COC(=O)CCC, logP: 6.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 8.0, MolWeight: 2.0
SMILES: CCC(C)SSC(C)C, logP: 5.0, SAScore: 5.0, MolWeight: 1.0
SMILES: [Cd], logP: 0.0, SAScore: 8.0, MolWeight: 9.0
SMILES: C=CC(C)=CC, logP: 5.0, SAScore: 5.0, MolWeight: 5.0
SMILES: OB(O)O, logP: -1.0, SAScore: 4.0, MolWeight: 7.0
SMILES: C=CC=CC#N, logP: 2.0, SAScore: 4.0, MolWeight: 6.0
SMILES: CC=C(Cl)CCl, logP: 3.0, SAScore: 6.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCCCN=C=S, logP: 2.0, SAScore: 6.0, MolWeight: 9.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 6.0, MolWeight: 6.0
SMILES: CCCC, logP: 2.0, SAScore: 1.0, MolWeight: 8.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 2.0
SMILES: OCCC[S+]/C=C/I, logP: 1.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: 2.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=CCCC(C)CCC, logP: 5.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[PH](Cl)(Cl)Cl, logP: 4.0, SAScore: 9.0, MolWeight: 8.0
SMILES: C=CC(=C)C, logP: 6.0, SAScore: 7.0, MolWeight: 9.0
SMILES: C=CB(C)O, logP: 0.0, SAScore: 9.0, MolWeight: 5.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C[As](C)(=O)O, logP: -2.0, SAScore: 6.0, MolWeight: 9.0
SMILES: N=CN, logP: -1.0, SAScore: 5.0, MolWeight: 3.0
SMILES: C=CCCCCCC, logP: 5.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC=O, logP: -1.0, SAScore: 5.0, MolWeight: 7.0
SMILES: C=CC(C)=CCCC(C)C, logP: 6.0, SAScore: 6.0, MolWeight: 4.0
SMILES: C=C[Si](C)(C)O[Si](C)(C)C=C, logP: 4.0, SAScore: 9.0, MolWeight: 4.0
SMILES: CC[Si](Cl)(CC)CC, logP: 5.0, SAScore: 7.0, MolWeight: 7.0
SMILES: C=CB(C)O, logP: 1.0, SAScore: 9.0, MolWeight: 9.0
SMILES: N=CN, logP: 0.0, SAScore: 4.0, MolWeight: 3.0
SMILES: C=CC(=C)CC, logP: 3.0, SAScore: 3.0, MolWeight: 5.0
SMILES: C[S+]([O-])CCC(C(=O)NOS(=O)(=O)O)[C@@]1(S)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O, logP: -2.0, SAScore: 9.0, MolWeight: 1.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C, logP: 6.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C=CC1CCC2(C)CC(=O)CC2C1=CC, logP: 4.0, SAScore: 6.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 2.0
SMILES: CCCO, logP: 1.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC1=NC(S)C2N=CN=C2N1, logP: -2.0, SAScore: 6.0, MolWeight: 1.0
SMILES: O, logP: -1.0, SAScore: 4.0, MolWeight: 3.0
SMILES: CC(C)=C[CH]C(=O)C(C)C, logP: 3.0, SAScore: 9.0, MolWeight: 7.0
SMILES: C[S+]([O-])CCCCN=C=[Se], logP: 0.0, SAScore: 7.0, MolWeight: 1.0
SMILES: C=CC(C)=CC, logP: 4.0, SAScore: 6.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: -1.0, SAScore: 8.0, MolWeight: 4.0
SMILES: OB(O)O, logP: -1.0, SAScore: 7.0, MolWeight: 7.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C[S+]([O-])CCCCN=C=O, logP: 0.0, SAScore: 7.0, MolWeight: 8.0
SMILES: C[As](C)(=O)O, logP: -1.0, SAScore: 6.0, MolWeight: 5.0
SMILES: NC=O, logP: 0.0, SAScore: 1.0, MolWeight: 5.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 7.0
SMILES: CCN, logP: 0.0, SAScore: 2.0, MolWeight: 6.0
