SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: CO[C@@H](c1ccc(O)c(O)c1)[C@H](O)/C=C/c1ccc(O)c2c1[C@@H]1O[C@H](C)[C@@H](C)[C@H](OC(=O)CCc3ccc(O)c(O)c3)[C@H](C2=O)[C@@](C)(O)C[C@H](C)OC1=O, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC1=O, logP: 2.0, SAScore: 5.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21, logP: 1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CCC[C@H](C)C1=C(O)[N@@+]2([O-])Oc3ccc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)cc3O[C@]2([C@H](C)CC)C(=O)N1O, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: C[C@H]1[C@@H](O)CC=C([C@@H](C)[C@H](C)O)[C@@H]1O, logP: 0.0, SAScore: 1.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccc(O)c(O)c1)NC(C)=O, logP: 1.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@@H]1OC(=O)[C@]2(C[C@@H](O)[C@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)O1, logP: 1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC1(C)O[C@H]2[C@H](O)C[C@@]3(C[C@H]2O1)OC(C)(C)OC3=O, logP: 2.0, SAScore: 6.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCOCc1no[n+]([O-])c1S(=O)(=O)c1ccccc1, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1ccc(O)c([CH]O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1, logP: -1.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](C)CO, logP: -2.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC[C@H]1OC(=O)[C@]2(C[C@@H](O)[C@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)O1, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1, logP: 3.0, SAScore: 4.0, MolWeight: N/A
SMILES: C=C[C@H](C)C1=C(O)[N@@+]2([O-])Oc3ccc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)cc3O[C@]2([C@H](C)CC)C(=O)N1O, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)c1ccc2ccccc2c1, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC1C(C)(O)CCC[C@]2(C)[C@@H]3CC[C@@H](C)[C@@]3(C)C[C@@]12O, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: CCCc1ccc(C)cc1CCC, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C2CSSCC(NC1=O)C(=O)N2, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(=O)CCc1ccc(O)cc1, logP: 2.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1ccc2c(=O)cc(-c3ccc(C(C)C)cc3)oc2c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1c2cc3c(c4c2C2(CO4)C(=O)C(OC)=C(OC)C=C2[C@@H](OC(=O)c2ccccc2)[C@@](C)(O)[C@H]1C)OCO3, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@]13CCC[C@](C)([C@H](O)OC1=O)[C@@H]3CC2, logP: 3.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(=O)N[C@@H](C)C(=O)O, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC(C)C[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1)C(=O)NO, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)CC(=O)OCC1Oc2ccc([C@H]3Oc4cc(O)cc(O)c4C(=O)[C@@H]3O)cc2OC1c1ccc(O)c(OC)c1, logP: 1.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC(=O)O[C@H]1[C@H]([C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]3[C@@H](CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@@]43C)[C@@H]2[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@@H]1C, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)[C@@H](NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@@H]1C2=CC(OC)=C(OC)C(=O)C23COc2c4c(cc(c23)[C@@H](OC(=O)c2ccccc2)[C@H](C)[C@]1(C)O)OCO4, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: COC(=O)CNC(=O)/C=C/c1ccc(O)c(O)c1, logP: 0.0, SAScore: 2.0, MolWeight: N/A
SMILES: O=C(OC[C@H]1O[C@@H](Oc2c(O)cc3oc4cc(O)c(O)cc4c(=O)c3c2O)[C@H](O)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O)c1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O, logP: 6.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@H](N)Cc1cn(C2=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C2=O)c2ccccc12, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC(=O)CCc1ccc(O)cc1, logP: 2.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](O)C(=O)Nc1cccc(O)c1, logP: 1.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC(C)c1c(Nc2ccccc2)cc2c(c1[N+](=O)[O-])C[C@@H]1[C@](C)(CCC[C@@]1(C)C(=O)O)C2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CC(=O)NCCOc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=C1CC(=O)[C@@H]1C[C@H](C)[C@H]1O[C@@H]1C=C(C)C, logP: 3.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](O)C[C@H]1C[C@@H](C)[C@H](O)[C@@H](O)C1, logP: -1.0, SAScore: 1.0, MolWeight: N/A
SMILES: CO[C@H](c1ccc(O)cc1)[C@H]1c2cc(O)cc(O)c2[C@@H](c2cc(O)cc(O)c2)[C@@H]1c1ccc(O)cc1, logP: 4.0, SAScore: 5.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)c(C)c1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: COc1cc(CCCO[C@@H]2O[C@H](CO)[C@@H](OC(=O)/C=C/c3cc(C)c(O)c(O)c3)[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H]2O)ccc1O, logP: -1.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCOC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(C)C(=O)[C@H]3ON12, logP: 1.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 6.0, SAScore: 9.0, MolWeight: N/A
SMILES: O=C(O[C@@H]1[C@@H](O)[C@H](Oc2cc(O)c(C(=O)CCc3ccccc3)c(O)c2)O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12OC(=O)[C@]3(O)C[C@H](O1)c1c(cc(O)c(C)c1O)[C@]23C, logP: 4.0, SAScore: 7.0, MolWeight: N/A
SMILES: CC(=O)N[C@@H](CCC(=O)NCCc1ccc(O)cc1)C(=O)O, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1, logP: 0.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O, logP: 2.0, SAScore: 9.0, MolWeight: N/A
SMILES: CCN1CC2(COC)C(O)CC(OC)C34C5CC6C(OC)CC(OC(C)=O)(C5C6O)C(C(OC)C23)C14, logP: -2.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)Cc1c[nH]c2ccccc12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)CCC(=O)OC[C@H]1O[C@@H](NC(=S)N/N=C2/C(=O)N(C)c3ccccc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)Cc1cc(O)c(O)c(C(=O)C[C@H](C)O)c1O, logP: 0.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCC(C)C(C(=O)Nc1ccc(C(C)=O)cc1)N(C(=O)c1ccccc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1ccccc1[Se]C[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N, logP: 3.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)[C@H]5O[C@H]5C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2, logP: 4.0, SAScore: 7.0, MolWeight: N/A
SMILES: C=C(C)[C@@H](C)C[C@]12C[C@@H](CC=C(C)C)C(C)(C)[C@@](CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O, logP: 5.0, SAScore: 8.0, MolWeight: N/A
SMILES: C=CC(=C)CC[C@H]1[C@]2(C)CCC[C@](C)(CO)[C@H]2[C@H](O)C[C@]1(C)O, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)c1cc(O)c(O)c(O)c1, logP: -2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 5.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@]12Cc3c([nH]c4ccccc34)[C@@H](c3ccc(C)cc3)N1[C@@H]1c3c(ccc4ccccc34)OC[C@@H]1C2, logP: 6.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O, logP: -1.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C=C(\C)C(=O)O[C@H]1[C@@](C)(O)[C@@H](C)[C@H]2O[C@@]13CC(=O)C(OC)=C(OC)C31COc3c4c(cc2c31)OCO4, logP: 3.0, SAScore: 9.0, MolWeight: N/A
SMILES: O=C(O[C@@H]1[C@@H](O)[C@H](Oc2cc(O)c(C(=O)CCc3ccccc3)c(O)c2)O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@@H]12)c1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C(=C/c1cc(C)c(O)c(C)c1)C(C)=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCO[C@@H](c1ccc(O)c(OC)c1)[C@H](CO)Oc1c(OC)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1OC, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc2c(c(OC)c1O)-c1c(cc(OC)c(OC)c1O)C[C@@H](C)[C@@H](C)[C@H]2OC(=O)/C=C/c1ccccc1, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)c(C)c1, logP: 5.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccccc2O)N1)C(=O)N[C@@H](CCCCN)C(=O)O, logP: -2.0, SAScore: 8.0, MolWeight: N/A
SMILES: C=C[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c(n(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)c5ccccc45)[C@H]3C[C@H]21, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3c(cc(OC)c(O)c3OC)C[C@H](CO)[C@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O, logP: 0.0, SAScore: 5.0, MolWeight: N/A
SMILES: CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 6.0, SAScore: 5.0, MolWeight: N/A
SMILES: COC(=O)CCC(=O)OC, logP: 0.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1ccc(C(C)C)cc1, logP: 4.0, SAScore: 1.0, MolWeight: N/A
SMILES: CC[C@@H](C)[C@]12Oc3cc(C4=C(O)C(=O)C(c5ccc(O)cc5)=C(O)C4=O)ccc3O[N@+]1([O-])C(O)=C([C@@H](C)CC)N(O)C2=O, logP: 4.0, SAScore: 8.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)(O)C(=O)/C=C/C(C)(C)O, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCN1C[C@]2(C)CC[C@H](OC)[C@]34C1[C@H]([C@@H](O)[C@H]23)[C@@]1(O)CC[C@H]2C[C@@H]4[C@@H]1C(=O)O2, logP: 1.0, SAScore: 9.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](Cc1cc(C)c(O)c(O)c1)NC(C)=O, logP: -2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O, logP: -1.0, SAScore: 6.0, MolWeight: N/A
SMILES: C[C@@H](O)C[C@H]1OC(=O)Cc2ccccc21, logP: 1.0, SAScore: 1.0, MolWeight: N/A
SMILES: Cc1cc(O)cc(O)c1O, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@](C)(CO)[C@@H]1C[C@@H]3O, logP: 4.0, SAScore: 9.0, MolWeight: N/A
SMILES: CC1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)[C@@](C)(C=O)[C@@H]4CC[C@]23C)OC1=O, logP: 2.0, SAScore: 8.0, MolWeight: N/A
SMILES: CCC(C)(C)/[N+]([O-])=C/c1ccc(C(=O)NCCCCC(NC(=O)[C@H](O)[C@H](O)[C@@H](C[C@H](O)CO)O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C(=O)NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O, logP: 5.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCCNC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O, logP: 0.0, SAScore: 8.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC[C@H](C)C(=O)c1c(O)c(C)c2oc3cc(O)c(O)c(C)c3c(=O)c2c1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 1.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)CCC(=O)OC, logP: 0.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@]1(O)C[C@@H](O)[C@H](OC(=O)/C=C/c2c(OC)cc(O)c(C)c2OC)[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)C1, logP: 1.0, SAScore: 5.0, MolWeight: N/A
SMILES: C[C@@H]1C(=O)[C@H](C)[C@@H](C)C[C@@H]1O, logP: 0.0, SAScore: 1.0, MolWeight: N/A
SMILES: C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C(=O)N2/C(=N/C3CCCCC3)[Se]/C(=C/I)C[C@H]12, logP: 4.0, SAScore: 6.0, MolWeight: N/A
SMILES: CC(C)[C@@H]1CC[C@@H](C)C[C@@]12N(C)C(=O)[C@@H]1[C@H]3C(=O)N(C)C(=O)[C@H]3ON12, logP: 1.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(C)C)cc1O, logP: 3.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=C[C@H]1O[C@@H](c2cc(O)c3c(c2)O[C@H](c2ccc(O)c(O)c2)CC3=O)[C@@H](O)[C@@H](O)[C@@H]1O, logP: 2.0, SAScore: 7.0, MolWeight: N/A
SMILES: COc1cc(C[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)Cc2ccc(O)c(OC)c2)ccc1O, logP: -2.0, SAScore: 7.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@]2(C(=O)O)C[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@@H](OC(=O)/C=C/c3ccc(O)c(O)c3)[C@H]1O2, logP: 2.0, SAScore: 7.0, MolWeight: N/A
