SMILES	 logP	 SAScore
 Cc1ccc(C(=O)c2ccccc2-c2nc3ccccc3o2)cc1Br	6	2
 COC(=O)c1c(C(=O)OC)c(-c2cccc(Cl)c2)n2c1CS(=O)(=O)C2	2	3
 COc1ccc(S(=O)(=O)/C=C/c2ccccc2Cl)cc1	4	2
 Cc1ccc(C2C3=C(CCCC3=O)Nc3ccc4c(c32)OCO4)c(C)c1	4	3
 COc1cc2c(c(O)c1OC)-c1c(cc3c(c1OC)OCO3)[C@H](OC(=O)/C=C/c1ccccc1)[C@H](C)[C@H](C)C2	6	4
 CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC	6	3
 COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OC1CC(C)(C)N([O])C(C)(C)C1	4	4
 Oc1ccc(Cl)cc1Cc1ccc(Cl)cc1Cl	6	2
 COc1ccc(C2CC(c3ccc4c(c3)OCO4)=Cc3n[nH]c(O)c32)cc1	4	3
 COc1ccc(-c2noc(-c3ccc(C)cc3)c2S(=O)(=O)CC2=NCCS2)cc1	4	3
 Cc1c(NC(=S)N=Nc2cccc(O)c2)c(=O)n(-c2ccccc2)n1C	2	3
 CC1=CCC2(CC1)CCC1(C)C(C)CCC21	4	4
 COc1ccc([N+](=O)[O-])cc1NC(=O)CCC(=O)OC(C)C	2	2
 c1ccc(CSc2ncnc3sccc23)cc1	4	2
 CC(=O)c1ccc(NC(=O)C(Cc2cc3ccccc3[nH]2)N(C(=O)c2ccccc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1	6	3
 CCC(C)(C)C1=CC(=O)c2c(OC)c(OC)c(Cl)c(OC)c2C1=O	4	4
 COc1ccc(C(=O)N2N=C(c3ccc(C)c(F)c3)CC2(O)c2ccc(Cl)cc2Cl)cc1F	6	3
 CCC(C)NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(C)C(=O)OC)cc1	6	4
 Cc1ccc(Sc2ncccc2C(=O)CCl)cc1	4	2
 CC1CC(C)CN(S(=O)(=O)c2ccc(C(=O)N3CCN(c4ncccn4)CC3)cc2)C1	2	3
 CC(C(=O)NOCc1ccccc1)c1cccc(C(OC(=O)NOCc2ccccc2)c2ccccc2)c1	6	3
 COc1c2cc(c(O)c1OC)CCCC[C@@H](OS(=O)(=O)O)CCc1ccc(O)c-2c1	4	4
 CNC(=S)N1N=C(C)C(N=Nc2ccc(N(C)C(C)=O)cc2)C1=O	2	3
 N#CC1=C(N)Oc2c(ccc3ccccc23)C1c1ccsc1	2	3
 COc1ccc(/C=C/C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)O)c2cc(-c3ccc(O)c(O)c3)oc12	4	3
 CCCCCCCCCCCCCC(=O)OC(C)C	6	2
 COc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(C)(C)C3)ccc1O	4	3
 COC(=O)c1ccsc1NC(=O)CN1CCN(c2ccccn2)CC1	2	2
 Cc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1	4	2
 COc1ccc(C2=NOC(c3ccc(C)cc3)C2S(=O)(=O)CC2=NCCS2)cc1	4	4
 COc1cc([C@H]2Oc3c(OC)cc(/C=C/COC(=O)c4ccc(O)cc4)cc3[C@@H]2COC(=O)c2ccc(O)cc2)ccc1O	6	4
 Cc1ccc(C(=O)N2CC(c3nnc(SCc4nc5ccccc5s4)n3C)CC2=O)cc1	4	3
 Cc1ccc([N+](=O)[O-])c([N+](=O)[O-])c1C	2	2
 O=C(NC(c1ccccc1)c1cc2ccccc2cc1O)NC(c1ccccc1)c1cc2ccccc2cc1O	6	3
 CCOC(=O)C1=C(C)N(CCC(=O)O)C(=O)NC1c1ccc(Cl)cc1	2	3
 Cc1cc(=O)oc2cc(OCC(=O)NC3CC3)ccc12	2	2
 CCOC(=O)c1c(NC(=O)CCS(=O)(=O)c2ccc(F)cc2)sc2c1CC(C)(C)NC2(C)C	4	3
 Cc1ccc(S(=O)(=O)N2CC(Oc3ccccc3)CC2C(=O)O)cc1	2	3
 O=C(O)c1cc(=O)[nH]c2ccc(S(=O)(=O)c3ccccc3)cc12	2	2
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 CC1CCCC(=O)CC1	2	4
 COc1cc(/C=C/C(=O)O)cc(OC)c1O	2	2
 CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(O)c3O)[C@H]2O1	2	4
 Cc1ccc(C)c(NC(=O)CCc2nc3ccc([N+](=O)[O-])cc3s2)c1	4	2
 CCC(C)N1CCN(Cc2cn(-c3ccccc3)nc2-c2cccc(Cl)c2)CC1CCO	4	3
 COc1ccc2[nH]cc(CCNC(C)=O)c2c1	2	2
 CCOC(=O)C1=NNc2cc(C)nn2C1(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	2	4
 COc1cc2c(cc1O)OCc1c-2c(-c2ccc(OC)c(OC)c2)c2n1CCc1c-2cc(OC)c(OC)c1OC	6	3
 COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1O	2	4
 COc1cccc(CC(=O)Nc2ccc(NC(=O)c3cccc(S(=O)(=O)N4CCCCC4)c3)cn2)c1	4	2
 Cc1ccc(-c2csc(N/N=C/c3ccc(Cl)cc3Cl)n2)cc1	6	2
 Nc1[nH]c(=O)[nH]c(=O)c1C=Nc1ccc(-c2ccccc2)cc1	2	2
 COc1cccc(NC(=O)CSc2cc(C)c3ccccc3n2)c1	4	2
 Cc1nn(C)c(C)c1NC(=O)C1(C)CC1(Br)Br	4	3
 CCc1nc(C(=O)Nc2c(C)cc(OC)cc2OC)c2ccccc2n1	4	2
 Cc1cc2ncc3c(C(=O)N4CCOCC4)c(F)c(F)c(F)c3n2n1	2	4
 Cc1cccc(-c2nc(CN3CCC4(CC3)CC(C(=O)c3ccco3)C4)c(C)o2)c1	6	3
 O=C(NN=C1C2CN3CCN(C2)CC1(c1ccccc1)C3)c1cccc(Br)c1	4	4
 COc1ccc(C2CC(=NOC(=O)c3cccc(O)c3)CC(c3ccc(OC)cc3)N2C)cc1	6	3
 CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1	6	3
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)N(O)C2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 COc1ccc(-c2ccnc3[nH]nc(C(=C4C=CC=CN4)c4ccco4)c23)cc1	4	3
 COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)n(C(N)=O)n2)ccc1O	4	3
 O=C(CC1(O)C(=O)Nc2ccc(O)cc21)c1ccc(I)cc1	2	3
 COc1ccc2nc3c(c(NCCCCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3	6	4
 O=C(NC(c1ccccc1)c1cc2ccccc2cc1O)NC(c1ccccc1)c1cc2ccccc2cc1O	6	3
 Cc1ccc(C)c(NC(=S)Nc2cc(C)ccc2O)c1	4	2
 Cc1ccc(OCCCCCN2CCOCC2)c(Cl)c1	4	2
 CCCCCCCCCC=CCC1CC(=O)OC1=O	4	3
 O=C(O)c1c(-c2ccc(O)cc2)cc(-c2cccs2)nc1-c1ccccc1	6	2
 CCCCCCCCCCCCN(CCO)CCO	4	2
 Clc1cnc(Oc2ccc(Oc3ncc(Cl)cc3Cl)cc2)c(Cl)c1	6	2
 O=S(=O)(CC1=NCCS1)C1=NNCC1c1ccc(Cl)cc1	2	4
 O=C(O)[C@H](Cc1c[nH]c2ccccc12)NCCC(=O)N1c2ccccc2C=Cc2ccccc21	4	3
 C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C(=O)N2/C(=N/C3CCCCC3)[Se]/C(=C/I)C[C@H]12	6	4
 COc1ccc2c(c1)C(=O)N(N1C(=O)C(=CN(C)C)SC1=S)C2=O	2	3
 CC(C)=CCCC(C)=CCCC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O	6	4
 Cc1ccccc1NS(=O)(=O)c1cc(NC(=O)c2ccccc2-c2ccccc2C(=O)O)ccc1C	6	2
 Cc1ccc(C2C(C#N)=C(N)OC(c3c[nH]c4ccccc34)=C2C#N)cc1	4	3
 COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2cccc(Cl)c2)c2ncccc2c1	6	3
 COc1ccc(C(CC(=O)O)c2ccccc2C)cc1OC	4	2
 Cc1nn(-c2cccc(Cl)c2Cl)c2c1[C@@H]1c3cc4cccc(C)c4nc3SC[C@@H]1CO2	6	4
 COc1ccc(C(=O)OCC2Oc3ccc(-c4oc5cc(O)cc(O)c5c(=O)c4O)cc3OC2c2ccc(O)c(OC)c2)cc1	4	4
 CC(=O)c1ccc(NC(=O)c2ccccc2C(=O)Nc2cc(NC(=O)c3ccc(C)cc3)cc(C(=O)O)c2)cc1	6	2
 ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl	4	4
 CN1C(=N)C(C(CC(=O)c2ccccc2)C(=O)c2ccccc2)C(=N)N(C)C1=O	2	3
 CC1CCCCC1NC(=O)COC(=O)c1ccc2c(c1)N(Cc1ccco1)C(=O)CS2	4	3
 C[C@H](O)[C@H]1[C@H](OCCOCCO)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	2	4
 CCCCN(CCCC)CCCCCN(CCCC)CCCC	6	2
 C=CC(C)(CC/C=C(\C)CCCC(C)C(=O)[C@H](O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC	6	4
 CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O	4	4
 COc1ccc(COC(=O)NC(C(=O)NC2CCC2)C(C)C)cc1	2	3
 Cc1ccc(-c2c[nH]nc2S(=O)(=O)CC2=NCCS2)cc1	2	3
 CC(=O)c1c(C)nc(SCC(=O)Nc2ccc(OC(O)c3ccc(Cl)cc3)cc2)n1-c1ccc(Br)cc1	6	4
 CCCOC(=O)CCc1ccc(O)c(O)c1	2	2
 O=C(/C=C/c1ccccc1Cl)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1	6	2
 CCOC(=O)C1=C(N)Oc2c(c(C)nn2C(=O)c2ccncc2)C1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12	6	4
 CC(C)(C)c1cc(-c2cc(-c3cc(F)c(O)c([N+](=O)[O-])c3)[nH]n2)cc(C(C)(C)C)c1O	6	3
 CC(C)=CCC1=C(O)C(C(=O)CC(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O	6	4
 C/C(=N\Nc1cccc(C)c1)c1cc2c(C)cc(=O)oc2c(/C(C)=N/Nc2cccc(C)c2)c1O	6	3
 Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O	2	3
 COc1ccc(/C(=N/NC(=O)NNC(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)c2ccccc2)cc1	4	3
 CCOc1ccc(S(=O)(=O)NCCc2csc(C)n2)cc1	2	2
 COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)c2cccc(Cl)c2)cc1	6	2
 COc1ccc(CCN(C)CCCC(CNCC2=CC(C)(C)NC2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 Cc1ccc(COc2ccsc2C(=O)Nc2ccc(Cl)cc2Cl)cc1	6	2
 COc1cc(/C=C/C(=O)c2c(C)[n+]([O-])c3ccc(F)cc3[n+]2[O-])ccc1O	2	3
 CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(/C=[N+](\[O-])C(C)(C)C)O2	4	4
 C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cccc2c1/C=C1\NC(=O)[C@H](C)NC1=O	4	4
 CC(C)=CCC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	3
 COc1cc(OC)cc(C(=O)CC(=O)/C=C/c2ccc(OC(C)=O)cc2)c1	4	4
 CCNC(=S)Nc1cc(-n2cnc(CN3CCCC3)c2)ncn1	2	3
 O=C(Oc1ccc(CC(=O)N2CCOCC2)cc1)c1ccc([N+](=O)[O-])o1	2	2
 Cc1ccc(-c2n[nH]c(Oc3ccc4ccccc4c3)c2/C=N/NC(=O)c2nnn(-c3ccc([N+](=O)[O-])cc3)c2C)cc1	6	3
 Cc1ccc2cc(CCNC(=O)CCCCc3ccccc3)c(=O)[nH]c2c1	4	2
 CC(C)=CCC[C@@H](C)C1=C(O)C(=O)C(C)=CC1=O	4	4
 COc1ccc(-c2csc3ncn(Cc4ccccc4)c(=O)c23)cc1	4	2
 COc1cc(COc2cc(O)cc(O)c2)cc(OC)c1	2	2
 CCC(C)C(=O)c1c(C)c2c(c(C)c1O)OC(C)(/C=[N+](\[O-])C(C)(C)C)CC2	6	4
 CC1(C)OCC(C[Te]c2ccccc2)O1	2	4
 O=c1c2ccccc2oc2cc(-c3ccccc3)c(-c3ccc(O)cc3)cc12	6	2
 O=C(NCCn1cnc2ccccc2c1=O)c1c(Cl)cccc1Cl	4	2
 COc1ccc(CCN(C)CCCC(CNC(=O)C2CC(C)(C)N(O)C(C)(C)C2)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 CCn1nnnc1SCC(=O)Nc1ccccc1F	2	2
 O=C(O)c1ccccc1-c1ccccc1C(=O)Nc1ccc2ccccc2c1O	6	2
 CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO	2	4
 Fc1ccc(-c2[nH]c3ccccc3c2/C=N/Nc2ccccc2Cl)cc1	6	2
 O=C(C=Cc1ccco1)c1ccc(N2CCCCC2)cc1	4	2
 CC(=O)N1N=C(c2ccc(-n3nc(C)n(N)c3=O)cc2)CC1c1cccc(Cl)c1	4	3
 COc1ccc(CCN(C)CCCC(CNC(=O)C2=CC(C)(C)NC2(C)C)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC	6	4
 COC(=O)C(Cc1c[nH]c2ccccc12)NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(Cc2c[nH]c3ccccc23)C(=O)OC)cc1	6	4
 CCCCCCCCCCCCCCCCS(=O)(=O)O/N=C(\N)c1ccccn1	6	2
 O=C(Nc1ccc(Br)cc1)Nc1nc(-c2cc3ccccc3o2)cs1	6	2
 CCCC(=O)N=C1CCS(=O)(=O)c2sc(C)cc21	2	4
 COc1cc(CCN(CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)CC2=CC(C)(C)NC2(C)C)ccc1C	6	4
 O=C1C=C(Nc2ccccc2)CCC1	2	3
 NC12CC3CC(CC(C3)C1)C2	2	4
 CC1(C)CCC[C@@]2(C)C1=C(O)C(=O)c1c(O)c3c(c(O)c12)O[C@@H](CO)C3	2	4
 CCCCCCCCCCCCOc1cc(OC)ccc1C(C)=O	6	2
 O=c1cc(C(F)(F)F)nc(C2CSC(c3ccco3)C=N2)[nH]1	2	4
 CCCCCCOc1ccc(-c2c(C)[nH]c(=O)n2C)cc1	4	2
 COc1ccc(Br)c(C(=O)NN2C(=O)CSC2c2ccc(Cl)cc2)c1	4	3
 COc1ccc(-c2cc3cc(F)cc(Cl)c3[nH]2)cc1	4	2
 COC(=O)c1c(Nc2ccc(Cl)cc2)sc(C(=O)c2ccc(C)cc2)c1C	6	2
 CC1=C(CC(=O)NCCC[Se]C(F)(F)F)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1	6	4
 CC(=O)OC1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)C1OC(C)=O	6	4
 COC(=O)C(C)NP1(=S)Oc2ccccc2CN1c1ccc(N2Cc3ccccc3OP2(=S)NC(C)C(=O)OC)cc1	6	4
 COc1cc(/C=C/C(=O)C(=Cc2ccc(N(C)C)cc2)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O	6	3
 CCN1C(=O)NC2C(=C1C)C(=O)Nc1cccc(F)c12	2	3
 COc1ccc(-c2c(C)c3cc(Cl)ccc3oc2=S)cc1OC	6	2
 Cc1ccccc1CSc1nnc(NC(=O)c2ccco2)s1	4	2
 Cc1c2ccccc2c(C)c2c1ccc1ccccc12	4	2
 Cc1ccc(-c2nnc(SCC(=O)c3ccccc3)o2)cc1	4	2
 CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)[C@@]1(CC=C(C)C)C(=O)C(C(=O)c1ccc(O)c(O)c1)=C2O	6	4
 COc1ccc2[nH]cc(CCNC(C)=O)c2c1	2	2
 CC(=O)c1ccc(OCCCCCCN2CCN(Cc3ccccc3)CC2)cc1O	4	2
 COc1ccc(-c2nn(-c3ccccc3)cc2/C=C/C(=O)c2ccc(C)cc2)cc1	6	2
 CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O	4	4
 CCCCCCCCCCCCCCCC(=O)OCC1OC(O)(C(O)CO)C1=O	4	4
 CCOC(=O)[C@@H]1CC(=O)c2sccc2[C@H]1c1ccc(OC)cc1	4	3
 COc1ccc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)O)c2cc(-c3ccc(O)c(O)c3)oc12	4	3
 O=C(O)C1CCCCC1C(=O)N1CCc2ccccc2C1CN1C(=O)c2ccccc2C1=O	4	4
 COc1cc(/C=N/Nc2ccc(F)cc2)cc(OC)c1OC	4	2
 Cc1ccc(C)c(-c2nnc(SCC(=O)Nc3ccc(F)cc3)n2Cc2ccccc2)c1	6	2
 CC(=O)Nc1cccc(-c2ccc3nncn3n2)c1	2	2
 CCC(=O)CSc1nnc(-c2ccc(-c3ccccc3)cc2)o1	4	2
 COC(=O)c1ccc([N+](=O)[O-])c(C(=O)OC)c1Cl	2	2
 CC(=O)Oc1ccc(C=CC(=O)NC(=S)NC(=O)c2ccccc2)cc1	2	2
 COc1ccc(C(=O)C2=CC(NC(=O)CCC(=O)O)=Cc3ccccc3O2)cc1	4	2
 CCOCc1cc2c(cc1OCC)NC(=O)C2NC(C)=O	2	3
 CC1=CC(=O)C=C(C/C=C(\C)CC(=O)/C=C(\C)CC/C=C(\C)Cc2cc(C)co2)C1=O	6	4
 O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Cl)c1	4	3
 O=C(CSc1nnc(-c2ccc(F)c(Cl)c2)o1)NC1CCCC1	4	2
 COc1cc2c(cc1O)OCc1c-2c(-c2ccc(OC)c(OC)c2)c2n1CCc1c-2cc(OC)c(OC)c1OC	6	3
 CCCCCCCCCCCCCOC(=O)/C=C/c1ccc(O)c(OC)c1	6	2
 Cc1ccc(C2CC(c3ccco3)=NN2C(=O)CSc2ncccn2)cc1	4	3
 Cc1ccc(N2C(=O)C3C(c4ccccc4)OC4(C(=O)c5ccccc5C4=O)C3C2=O)cc1C	4	4
 CCN(CCCCNC(=O)c1cc(O)c(C(=O)NCCCCCCN(C)Cc2ccccc2OC)cc1O)Cc1ccccc1OC	6	3
 O=S(=O)(CC1=NCCS1)C1=NNCC1c1ccc(Cl)cc1	2	4
 CN1CCc2cc(S(=O)(=O)N3CCN(c4ccccc4)CC3)ccc2C1	2	2
 COC(=O)c1ccc(NC(=O)CC2(c3ccc(Br)cc3)CCOC(C)(C)C2)cc1	4	3
 Brc1cccc(-c2ccc(-c3ccc(CN4CCCCC4)o3)cc2)c1	6	2
 O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	2	3
 CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1	4	3
 CSc1nc2ccc([N+](=O)[O-])cc2c(=O)n1-c1ccc(Cl)cc1	4	2
 COC(=O)/C=C1\OC(=O)C(c2ccc(Br)cc2)=C1O	2	3
 Ic1ccc(CN2CCC(N3CCCCC3)CC2)cc1	4	2
 CCOC(=O)C1C(=O)C=C(c2ccccc2)CC1c1ccccc1	4	3
 CC(C)=CCc1c(O)cc(/C=C/c2ccc3c(c2)[C@H](c2cc(O)c(CC=C(C)C)c(O)c2)[C@@H](c2ccc(O)cc2)O3)cc1O	6	4
 COc1ccc(N2CCN(S(=O)(=O)CC34CCC(CC3=O)C4(C)CSc3ccccc3)CC2)cc1	4	4
 CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO	4	3
 O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1	4	3
 CCC(C)C(=O)c1c(O)c(C)c2oc3c(C)c(O)c(C(=O)CC(C)C)c(O)c3c2c1O	6	4
 COc1ccc2cc(C(C)C(=O)NCCC3(C)CCc4c(C)c(O)c(C)c(C)c4O3)ccc2c1	6	4
 CCCCCCCCCCCCCCCCCCCSCC(O)C1OC(O)=C(OC)C1=O	6	4
 O=C(CCCCC1CCSS1)NCCCCCCNC(=O)c1c(O)c2ccccc2n(-c2ccccc2)c1=O	6	3
 Cc1nc2c(c(=O)c3ccccc3n2C)c(=O)n1-c1ccc(Br)cc1	4	2
 CC(C)N/C=C1/C=C(C=O)c2cccnc2C1=O	2	3
 Cc1c2c(nn1CC(=O)N/N=C/c1cccnc1)-c1ccccc1S(=O)(=O)N2C	2	3
 CC(=O)C(Sc1nc2nc3c(c(-c4ccc(Cl)cc4)c2c(=O)[nH]1)CCC/C3=C/c1ccc(Cl)cc1)C(C)=O	6	3
 COc1cc2c(c(OC)c1O)C(=O)[C@H](O)[C@H](c1ccc3c(c1)OCO3)O2	2	3
 COc1cc(C)ccc1CCCCCCCCCCCCO	6	2
 COc1cc2c(cc1OC)-c1c(OC)c(OC)c(CNC(=O)/C=C/c3cc(OC)c(O)c(OC)c3)c3c1C(C2)N(C)CC3	4	4
 Cc1c(Cl)cccc1NC(=O)CSCc1ccco1	4	2
 O=c1[nH]c2c(c(=O)[nH]1)C(c1ccccc1Cl)Nc1cc3c(cc1-2)NC(c1ccccc1Cl)c1c-3[nH]c(=O)[nH]c1=O	4	4
 CCOC(=O)CN(C)S(=O)(=O)c1ccc(C(=O)Nc2cc(C)ccc2OC)cc1	2	2
 C1CCOCC1	2	4
 CC(=O)N(C)c1ccc(NC(=S)Nc2ccccc2OC(F)F)cc1	4	2
 COC(=O)c1cc(C)nn1-c1c(C)[nH]n(-c2nc(C)cs2)c1=O	2	3
 Cc1ccc(-c2noc(-c3ccc(F)c(F)c3)n2)cn1	4	2
 CC(NC(=O)c1cc(COc2c(F)c(F)c(F)c(F)c2F)on1)c1ccccc1	4	3
 CCCCCCCCCCCCCCCCCS(=O)(=O)O/N=C(\N)c1cccnc1	6	3
 COc1cc2ccc(=O)oc2cc1O	2	2
 COc1cc(/C=C2/C(=O)c3cccn3C2c2ccc(O)c(OC)c2)ccc1O	4	3
 COc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C)cc(C)c2)C3=O)c1	4	2
 O=C(CCCCC1CCSS1)NCCCCCOC(=O)Cc1ccc(O)c(O)c1	4	3
 COc1ccc(C(=O)/C=C/c2ccccc2[N+](=O)[O-])c(OC)c1	4	2
 COc1ccc(NC(=O)c2ccc(S(=O)(=O)N(C(=O)Nc3ccc(C)cc3)c3ccc(OC)cc3)cc2)cc1	6	2
 O=C(O)c1ccccc1NC(=O)c1cc(C=Cc2ccccc2)cc2ccccc12	6	2
 COc1ccc(-c2c(C)c3cc(Br)ccc3oc2=O)cc1OC	6	2
 COc1ccc(-c2csc(NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)cc1	4	2
 Oc1ccc2[nH]ccc2c1	2	2
 COc1cc2c(cc1O)CCC(C)(CC(=O)N[C@@H](Cc1ccccc1)C(=O)O)O2	2	3
 COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12	4	4
 CCOC(=O)C1(Cc2cc(OCC)c(OC)c(OCC=O)c2)CCN(C(C)CSC)CC1	6	3
 CCCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O	4	4
 CCCCCCCCCCCCCCCC(=O)OC(C)C	6	2
 O=C(O)c1ccccc1N(C(=O)c1ccccc1)c1ccc(Oc2ccc(Br)cc2)cc1	6	2
 CCOc1ccc2c(c1)OC(c1ccc(Cl)c(Cl)c1)C(c1ccccc1)C2=O	6	3
 CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O	6	4
 O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1Cl)C1CC1	2	2
 CC12CCC(=NOCC(=O)NC(CCC(=O)O)C(=O)O)C=C1CCC1C2CCC2(C)C(O)CCC12	4	4
 Cc1ccc(C(=O)O)cc1-c1ccc(C(c2ccc(C(F)(F)F)cc2)c2nc(-c3ccc(C(N)=O)cc3)cs2)cc1	6	3
 CC1CCCCN1S(=O)(=O)c1ccc(C(=O)N2CCN(c3ncccn3)CC2)cc1	2	3
 COc1ccc(N2C(=O)[C@H]3[C@H](ON4[C@@H]3C(=O)N(C)[C@@]43C[C@H](C)CC[C@H]3C(C)C)C2=O)cc1	2	4
 CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1Cl)n1cncn1	4	3
 CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12O	2	4
 CCCCCCCCCCCC(=O)NCCc1c[nH]c2ccccc12	6	2
 Fc1cc(F)c2nc(NN=C3CC(c4ccncc4)Oc4ccccc43)sc2c1	4	3
 COc1ccc(C=CC(=O)NC2CC3CCC2CC3)cc1Br	4	4
 O=C(COc1ccc2oc(=O)ccc2c1)Nc1ccc2ccccc2c1	4	2
 Cc1ccc(-c2c[nH]nc2S(=O)(=O)CC2=NCCS2)cc1	2	3
 O=C1/C(=C/c2ccc(Cl)cc2)Oc2cc(O)ccc21	4	2
 CCCCCCCCCCOc1cc(OC)c(Br)cc1C(C)=O	6	2
 O=C(CCN1C(=O)C2C3C=CC(CC3)C2C1=O)NCc1ccccc1	2	4
 O=c1[nH]c(=S)[nH]c2c1C(c1ccc(Cl)cc1)Nc1nc3c(cc1-2)-c1[nH]c(=S)[nH]c(=O)c1C(c1ccc(Cl)cc1)N3	6	4
 CC(C(=O)NC1CCCC1)c1cccc(C(OC(=O)NC2CCCC2)c2ccccc2)c1	6	3
 CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12	6	4
 COc1ccc(N2CCN(C(=O)c3cc(C(C)=O)c[nH]3)CC2)cc1	2	2
 COc1ccc(C2C3C(=O)N(C(C)(C)C)C(=O)C3C3(C)C(=O)N(c4cccc(Cl)c4)C(=O)N23)cc1	4	4
 COc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2[O])cc1OC	2	3
 CC12CCC3c4ccc(OP(=O)(N5CC5)N5CC5)cc4CCC3C1CCC2O	6	4
 Cc1cc(NC(=O)CS(=O)(=O)c2ccc(Br)cc2)no1	2	2
 CC(=O)C1(O)C(c2cc3oc(=O)c4cc(O)c(O)cc4c3c(=O)o2)=Cc2cc(O)c(O)cc21	2	4
 Cc1ccc(C(=O)c2sc(Nc3ccc(Cl)cc3)c(C(=O)O)c2C)cc1	6	2
 COc1ccc(/C=C/C(=O)OCC2CCN(Cc3ccccc3)CC2)cc1O	4	2
 CC(=O)c1c(C)[nH]c(C(=O)NCCCN2CCCCC2)c1C	2	2
 C/C(=N\Nc1ccc(Cl)cc1)c1cc2c(C)cc(=O)oc2c(/C(C)=N/Nc2ccc(Cl)cc2)c1O	6	3
